Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,Sega,0,0,0.04,0,,,,,
Scaler,X,2004,Platform,Global Star,0.03,0.01,0,0,69,25,,,E
Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0,0,0.04,0,,,,,
Monster High: New Ghoul in School,PS3,2015,Action,Little Orbit,0,0.04,0,0.01,,,,,E
Lets Sing 2016,PS4,2015,Action,FuRyu Corporation,0.03,0,0,0.01,,,,,T
Nobunagas Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,Tecmo Koei,0,0,0.04,0,,,,,
BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Konami Digital Entertainment,0,0,0.04,0,,,,,
Resident Evil 6,PC,2012,Shooter,Capcom,0,0.04,0,0,69,18,5.9,877,M
Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0,0,59,6,6.2,5,E
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0,0,0.04,0,,,,,
Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,0.04,0,0,0,,,,,T
High Heat Baseball 2002,PS,2001,Sports,3DO,0.02,0.02,0,0,,,,,
Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.02,0,0.02,0.01,,,,,
Puyo Pop Fever,PSP,2004,Puzzle,Ignition Entertainment,0,0,0.04,0,68,9,,,
Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,Nintendo,0,0,0.04,0,,,,,
Bloody Roar Extreme,X,2003,Fighting,Hudson Soft,0.03,0.01,0,0,61,22,8.6,9,T
The Voice,PS3,2014,Action,Activision,0.03,0,0,0.01,,,,,
Split/Second,PC,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,79,18,8.2,116,E10+
Tennis Masters Series 2003,X,2002,Sports,Microids,0.03,0.01,0,0,67,10,,,E
Amagami,PSV,2014,Adventure,Kadokawa Games,0,0,0.04,0,,,,,
Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0,0,0,75,30,7.3,23,M
MLB SlugFest 20-04,GC,2003,Sports,Midway Games,0.03,0.01,0,0,76,14,,,E
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0,0,0.04,0,,,,,
Pocket Pool,PSP,2007,Action,Conspiracy Entertainment,0.04,0,0,0,37,19,,,M
Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0,0,0.04,0,,,,,
Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.04,0,0,0,,,0.2,5,E
Torino 2006,X,2006,Sports,Take-Two Interactive,0.03,0.01,0,0,,,,,
Amnesia,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,,,,,
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0,0,0.04,0,,,,,
Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0,0.01,13,4,1,219,M
Macross ? Scramble,PSV,2016,Action,Namco Bandai Games,0,0,0.04,0,,,,,
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0,0.04,0,0.01,70,18,6,165,E10+
Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,,,,,
Metal Slug 4 & 5,X,2005,Shooter,SNK Playmore,0.03,0.01,0,0,,,,,
NCIS,PC,2011,Adventure,Ubisoft,0.01,0.02,0,0.01,,,,,T
Mark McMorris Infinite Air,XOne,2016,Sports,FuRyu Corporation,0.04,0,0,0,,,8.1,30,T
Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0,0,71,5,8.1,7,T
Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,0,0,0.04,0,,,,,
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0,0,0,46,4,5.8,10,E
Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.04,0,0,0,,,5.7,15,E
Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0,0,0.04,0,,,,,
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,0.01,0.01,0.01,0.01,,,,,
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0,0.04,0,0.01,64,4,6.8,12,E
Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,0,0,0.04,0,,,,,
My Hero Academia: Battle for All,3DS,2016,Action,Namco Bandai Games,0,0,0.04,0,,,,,
Pac-Man World Rally,PSP,2006,Racing,Namco Bandai Games,0.04,0,0,0,51,9,,,E
Challenge Me: Maths Workout,DS,2009,Puzzle,Oxygen Interactive,0.04,0,0,0,,,,,
Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0,0,0.04,0,,,,,
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0,0,0.04,0,,,,,
Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0,0,0,42,14,7.1,13,T
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0,0.01,92,6,8.2,77,T
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.04,0,0,0,56,4,,,E
Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0,0,0.04,0,,,,,
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,Happinet,0,0,0.04,0,,,,,
Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.02,0.02,0,0.01,,,,,
Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0,0,0,,,,,E
WTF: Work Time Fun,PSP,2005,Puzzle,Sony Computer Entertainment,0.04,0,0,0,63,23,7.5,8,T
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,,,,,
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0,0,78,14,7.7,35,E10+
Corpse Party: Blood Covered - Repeated Fear,3DS,2015,Adventure,5p,0,0,0.04,0,,,,,
B.L.U.E.: Legend of Water,PS,1998,Adventure,Hudson Soft,0,0,0.04,0,,,,,
Dark Half,SNES,1996,Role-Playing,Enix Corporation,0,0,0.04,0,,,,,
Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0,0,0,,,6.3,4,E
Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0,0,0.04,0,,,,,
National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,0.01,0.03,0,0.01,,,,,
The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0,0.01,76,23,7.7,40,T
Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.04,0,0,0,,,,,
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,37,5,6.3,4,M
Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,0,0.04,0,0,,,,,
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,Konami Digital Entertainment,0,0,0.04,0,,,,,
Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,,,,,
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0,0,0,70,10,8.6,7,E10+
Atari Flashback Classics: Volume 2,XOne,2016,Misc,Atari,0.04,0,0,0,,,,,E
Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.04,0,0,0,,,,,
Resident Evil: Revelations,PC,2013,Action,Capcom,0,0.04,0,0,77,12,7,348,M
Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0,0.03,0,0.01,75,20,7.7,42,T
Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0,0.01,78,23,7.6,19,E10+
Yourself Fitness,PS2,2005,Sports,responDESIGN,0.02,0.02,0,0.01,,,,,
Chaos;Head - Love Chu*Chu!,PSP,2011,Adventure,5p,0,0,0.04,0,,,,,
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,0.03,0,0.01,70,42,7.2,204,M
Dungeon Raiders,DS,2009,Role-Playing,Focus Home Interactive,0.04,0,0,0,,,,,E10+
Prison Architect,PS4,2016,Action,Introversion Software,0.02,0.01,0,0.01,80,18,8,19,M
Star Trek: Shattered Universe,X,2004,Simulation,Global Star,0.03,0.01,0,0,41,21,4,10,E
12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,CyberFront,0,0,0.04,0,,,,,
Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.04,0,,,,,
Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.03,0.01,0,0,48,9,4.6,81,E10+
Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0,0.03,0,0.01,,,,,E
Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0,0,0,75,15,8.4,19,T
Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0,0.01,78,21,8.5,355,M
Lionel Trains: On Track,DS,2006,Action,DSI Games,0.04,0,0,0,47,4,,,E
WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0,0.01,59,9,5.5,4,T
Breeding Stud 2,PS,1998,Sports,Konami Digital Entertainment,0,0,0.04,0,,,,,
Banushi Life Game: Winners Circle,DS,2007,Sports,Genki,0,0,0.04,0,,,,,
Catwoman,GBA,2004,Action,Electronic Arts,0.03,0.01,0,0,61,7,,,T
Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,,,,,
Gray Matter,X360,2011,Adventure,DTP Entertainment,0,0.04,0,0,,,,,
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,Namco Bandai Games,0,0,0.04,0,,,,,
Capcom Fighting Evolution,X,2005,Fighting,Capcom,0.03,0.01,0,0,61,20,,,T
World Poker Tour,PSP,2006,Misc,Take-Two Interactive,0.04,0,0,0,68,14,,,T
Barnyard,Wii,2006,Action,THQ,0.04,0,0,0,65,15,5.7,7,E10+
Paws & Claws: Regal Resort,DS,2010,Simulation,THQ,0.04,0,0,0,,,,,
Mazes of Fate DS,DS,2008,Role-Playing,Graffiti,0.04,0,0,0,,,,,T
Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0,0.03,0,0.01,77,41,8,353,T
Novastorm,PS,1995,Shooter,Psygnosis,0.02,0.02,0,0,,,,,
Shiren the Wanderer 4 - Gods Eye and the Demons Navel,PSP,2012,Role-Playing,Spike,0,0,0.04,0,,,,,
Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0,0,0.01,62,19,4.8,23,E
PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap Games,0.04,0,0,0,,,,,E
Dead Ball Zone,PS,1998,Sports,GT Interactive,0.02,0.02,0,0,,,,,
NBA in the Zone 2000,N64,2000,Sports,Konami Digital Entertainment,0.04,0,0,0,,,,,
Winning Post World 2010,PS3,2010,Sports,Tecmo Koei,0,0,0.04,0,,,,,
NBA In The Zone 99,N64,1998,Sports,Konami Digital Entertainment,0.04,0,0,0,,,,,
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,0.02,0,0.02,0,78,22,7.2,21,M
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,Namco Bandai Games,0,0,0.04,0,,,,,
Beyblade Burst,3DS,2016,Role-Playing,FuRyu,0,0,0.04,0,,,,,
Yuki Yuna is a Hero: Memory of the Forest,PSV,2015,Action,FuRyu,0,0,0.04,0,,,,,
World Series Baseball,SAT,1994,Sports,Sega,0,0,0.04,0,,,,,
Haunted Casino,SAT,1996,Adventure,Societa,0,0,0.04,0,,,,,
Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016,Role-Playing,Tecmo Koei,0,0,0.04,0,,,,,
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012,Action,Konami Digital Entertainment,0,0,0.04,0,,,,,
Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0,0.01,66,19,5.8,9,T
Gormiti: The Lords of Nature!,Wii,2010,Adventure,Konami Digital Entertainment,0.03,0,0,0,,,,,
GRID,PC,2008,Racing,Codemasters,0,0.03,0,0.01,87,25,7.8,465,E
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,Take-Two Interactive,0.04,0,0,0,,,,,
S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,,,,,
Chicken Blaster,DS,2009,Shooter,Zushi Games,0.04,0,0,0,,,,,E10+
Metal Max Returns,SNES,1995,Role-Playing,Data East,0,0,0.04,0,,,,,
Shattered Union,X,2005,Strategy,Take-Two Interactive,0.03,0.01,0,0,66,17,6.9,7,T
Arctic Tale,Wii,2007,Adventure,Zoo Digital Publishing,0.04,0,0,0,,,,,E
Virtua Tennis 4,PC,2011,Sports,Sega,0,0.03,0,0.01,66,5,7.3,43,E
BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0,0,0.04,0,,,8.3,10,T
Black & White,PC,2001,Strategy,Electronic Arts,0,0.04,0,0,,,,,
Terraria,XOne,2014,Action,505 Games,0,0.04,0,0,84,5,7.7,30,T
Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0,0.01,87,36,8.6,236,M
Hanaoni: Yume no Tsudzuki,PSP,2012,Action,Idea Factory,0,0,0.04,0,,,,,
Mat Hoffmans Pro BMX 2,GC,2002,Sports,Activision,0.03,0.01,0,0,70,12,,,T
Unchained Blades ,3DS,2011,Role-Playing,FuRyu,0,0,0.04,0,65,8,7.8,16,T
Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,,,,,M
Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,0.01,0.02,0,0.01,,,8.3,8,T
Gal*Gun,X360,2011,Shooter,Alchemist,0,0,0.04,0,,,,,
NHL Hitz Pro,GC,2003,Sports,Midway Games,0.03,0.01,0,0,81,15,7.8,5,E
Ookami Kakushi,PSP,2009,Action,Konami Digital Entertainment,0,0,0.04,0,,,,,
North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,0.03,0,0,0,,,,,
PD Ultraman Battle Collection 64,N64,1999,Strategy,Namco Bandai Games,0,0,0.04,0,,,,,
Deadly Arts,N64,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0,0,,,,,
Rally Challenge 2000,N64,1999,Racing,Imagineer,0.03,0.01,0,0,,,,,
Zen-Nippon GT Senshuken,SNES,1995,Racing,Banpresto,0,0,0.04,0,,,,,
Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Platform,Infogrames,0.03,0.01,0,0,,,,,
Monaco Grand Prix,N64,1999,Racing,Ubisoft,0.03,0.01,0,0,,,,,
Worms Armageddon,N64,1999,Strategy,Infogrames,0.03,0.01,0,0,,,,,
Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.03,0.01,0,0,47,5,5.7,6,E
Sengoku Musou 3 Z Special,PSP,2012,Action,Ackkstudios,0,0,0.04,0,,,,,
Kikou Heidan J-Phoenix 2,PS2,2003,Action,Takara,0,0,0.04,0,,,,,
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016,Shooter,Gearbox Software,0.04,0,0,0,70,4,,,M
Dragons Lair 3D: Return to the Lair,GC,2002,Platform,THQ,0.03,0.01,0,0,,,,,
Ben 10 Galactic Racing,PSV,2012,Racing,D3Publisher,0.02,0.01,0,0.01,,,3.8,8,E
Harukanaru Toki no Naka de 5,PSP,2011,Role-Playing,Tecmo Koei,0,0,0.04,0,,,,,
Worms 4: Mayhem,X,2005,Strategy,Codemasters,0.03,0.01,0,0,69,27,9.2,6,T
Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0,0.01,89,30,9,277,T
Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0,0,0.04,0,,,,,
Men of War: Vietnam,PC,2011,Strategy,Unknown,0,0.03,0,0.01,68,19,5,36,T
Point Blank 2,PS,1998,Shooter,Namco Bandai Games,0.02,0.02,0,0,,,,,
Who Wants to Be a Millionaire: 3rd Edition,DS,2010,Misc,Ubisoft,0.04,0,0,0,,,,,E
Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,,,,,
Imperial Glory,PC,2005,Strategy,Eidos Interactive,0,0.04,0,0,69,28,8.4,73,T
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013,Sports,Sega,0,0,0.04,0,,,,,
Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01,,,,,
Prototype: Biohazard Bundle,PS4,2016,Action,Activision,0.03,0,0,0.01,48,4,2,53,M
Imabikisou,PS3,2007,Adventure,Sega,0,0,0.04,0,,,,,
Hakuouki: Reimeiroku Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,,,,,
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Shooter,Sega,0,0,0.04,0,,,,,
Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0,0.01,31,5,5,8,E
Motto TOEIC Test DS Training,DS,2008,Misc,IE Institute,0,0,0.04,0,,,,,
Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2006,Role-Playing,Tecmo Koei,0,0,0.04,0,,,,,
Super Robot Gakuen,DS,2009,Adventure,Namco Bandai Games,0,0,0.04,0,,,,,
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015,Role-Playing,Experience Inc.,0,0,0.04,0,,,,,
Mike Tyson Boxing,GBA,2002,Sports,Ubisoft,0.03,0.01,0,0,44,8,,,E
Jojos Fashion Show: Design in a Dash!,DS,2009,Simulation,Ubisoft,0.04,0,0,0,,,,,
The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012,Role-Playing,Falcom Corporation,0,0,0.04,0,,,,,
System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008,Racing,System 3 Arcade Software,0.03,0.01,0,0,,,,,
Go Diego Go!: Safari Rescue,PS2,2008,Action,Take-Two Interactive,0.02,0.02,0,0.01,,,,,
Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.03,0,0.01,0,53,29,8.6,14,T
Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.03,0,0,0,67,22,6.1,9,T
Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0,0,0,66,18,6.5,35,E
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0,0,0.04,0,,,,,
Clannad,PS2,2006,Adventure,Interchannel,0,0,0.04,0,,,,,
Platinum Sudoku,DS,2007,Puzzle,Ubisoft,0.03,0.01,0,0,,,,,E
Fishermans Challenge,PS2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0,0.01,67,7,7.5,4,E
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009,Fighting,Marvelous Interactive,0,0,0.04,0,,,,,
Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0,0,0.04,0,72,14,8.1,25,T
Akko ni Omakase! Brain Shock,DS,2006,Misc,Taito,0,0,0.04,0,,,,,
Mission: Impossible - Operation Surma,GBA,2003,Platform,Atari,0.03,0.01,0,0,42,16,,,T
King of Fighters: Maximum Impact Regulation A,PS2,2007,Fighting,SNK Playmore,0,0,0.04,0,,,,,
Date A Live: Rine Utopia,PS3,2013,Adventure,Compile Heart,0,0,0.04,0,,,,,
Durarara!! 3way Standoff: Alley,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.04,0,,,,,
Section 8,PC,2009,Shooter,SouthPeak Games,0.02,0.01,0,0.01,72,31,7,78,T
Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,0.04,0,0,0,,,,,
Monster Band,DS,2008,Misc,Tivola,0.04,0,0,0,,,,,E
The Da Vinci Code,X,2006,Action,Take-Two Interactive,0.03,0.01,0,0,52,34,2.8,5,T
Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,Nintendo,0,0,0.04,0,,,,,
Super Black Bass Fishing,DS,2005,Sports,Majesco Entertainment,0.04,0,0,0,35,6,,,E
Nobunagas Ambition II,3DS,2015,Strategy,Tecmo Koei,0,0,0.04,0,,,,,
Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,Idea Factory International,0,0,0.04,0,,,,,
Sacred Blaze,PS2,2009,Strategy,Flight-Plan,0,0,0.04,0,,,,,
Painkiller: Hell & Damnation,PS3,2013,Shooter,Nordic Games,0.02,0.01,0,0.01,,,,,
Rollin Rascals,DS,2009,Puzzle,Rising Star Games,0.04,0,0,0,,,,,E
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007,Misc,Namco Bandai Games,0,0,0.04,0,,,,,
Thoroughbred Breeder II Plus,PS,1995,Simulation,Hect,0,0,0.04,0,,,,,
Pure Pinball,X,2004,Misc,XS Games,0.03,0.01,0,0,68,11,8.5,6,E
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,,,,,
Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011,Puzzle,Unknown,0,0.03,0,0,,,,,
Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,Adventure,Konami Digital Entertainment,0,0,0.04,0,,,,,
Shadow of the Colossus,PS3,2011,Action,Sony Computer Entertainment,0,0,0.04,0,,,8.5,74,T
Phantom Breaker,X360,2011,Fighting,5p,0.02,0,0.02,0,,,,,T
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,0,0,0.04,0,,,,,
The Treasures of Montezuma,DS,2010,Puzzle,Foreign Media Games,0.02,0.02,0,0,,,,,E
Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,,,,,E10+
99 no Namida,DS,2008,Adventure,Namco Bandai Games,0,0,0.04,0,,,,,
Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008,Adventure,ASCII Media Works,0,0,0.04,0,,,,,
Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0,0,62,29,6.7,7,M
Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,Sega,0.02,0.01,0,0,,,,,
Clannad,PSP,2008,Adventure,Prototype,0,0,0.04,0,,,,,
Stuntman,GBA,2003,Racing,Atari,0.03,0.01,0,0,77,8,,,E
WSC Real 11: World Snooker Championship,X360,2011,Sports,Koch Media,0,0.03,0,0,,,,,
The Chase: Felix Meets Felicity,DS,2009,Action,Atari,0.04,0,0,0,59,9,,,E
Time Travelers,3DS,2012,Adventure,Unknown,0,0,0.04,0,,,,,
Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0,0.03,0,0.01,94,30,8.8,1538,M
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015,Misc,Namco Bandai Games,0,0,0.04,0,,,,,
Luxor: Pharaohs Challenge,Wii,2007,Puzzle,Funsta,0.01,0.02,0,0,,,,,E
Syndicate Wars,PS,1997,Strategy,Electronic Arts,0.02,0.01,0,0,,,,,
Empire Earth III,PC,2007,Strategy,Vivendi Games,0,0.03,0,0.01,50,40,2.8,53,T
Sonic PC Collection,PC,2009,Misc,Sega,0,0.04,0,0,,,,,
The Sims 4: Spa Day,PC,2015,Simulation,Electronic Arts,0,0.04,0,0,,,7.8,28,T
DuckTales: Remastered,X360,2013,Action,Capcom,0.03,0,0,0,,,,,
Surfs Up,PS3,2007,Sports,Ubisoft,0.03,0,0,0,59,8,5.1,7,E10+
SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,0.03,0,0,0,50,26,7.7,9,T
Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.02,0,0.01,,,,,
Draglade (JP sales),DS,2007,Fighting,505 Games,0,0,0.04,0,,,,,
Free Running,Wii,2009,Sports,Reef Entertainment,0.02,0.02,0,0,,,,,T
Tiger Woods PGA Tour Golf,GBA,2002,Sports,Ubisoft,0.03,0.01,0,0,,,,,E
Hercs Adventures,PS,1997,Action,Virgin Interactive,0.02,0.01,0,0,,,,,
Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,0,0,0,50,7,8.3,6,E10+
CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,0.03,0,0.01,47,5,5.5,6,M
Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,0,0.03,0,0.01,48,8,3.9,192,M
Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0,0,0,34,41,2.2,43,T
All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0,0.03,0,0.01,,,,,
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007,Racing,Black Bean Games,0.03,0,0,0,,,,,E10+
Trine 2,WiiU,2012,Platform,Atlus,0,0.04,0,0,,,,,
Astro Boy: The Video Game,PSP,2009,Action,D3Publisher,0.04,0,0,0,60,6,,,E10+
Medabots 9: Metabee / Rokusho,3DS,2015,Role-Playing,Rocket Company,0,0,0.04,0,,,,,
Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0,0.03,0,0,66,4,7.8,48,E10+
Dreamfall: The Longest Journey,X,2006,Adventure,Empire Interactive,0.03,0.01,0,0,73,42,8.8,24,M
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,Sonnet,0,0,0.04,0,,,,,
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,Nippon Ichi Software,0,0,0.04,0,,,,,
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005,Misc,Namco Bandai Games,0,0,0.04,0,,,,,
Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.04,0,,,,,
Zatch Bell! Mamodo Fury,GC,2005,Fighting,Namco Bandai Games,0.03,0.01,0,0,,,,,
Just Sing! Vol. 2,DS,2011,Misc,PQube,0,0.03,0,0,,,,,
JASF: Janes Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0,0,48,4,3.1,14,T
PopStar Guitar,PS2,2008,Misc,XS Games,0.02,0.01,0,0,,,,,T
Doras Big Birthday Adventure,PS2,2010,Misc,Take-Two Interactive,0.02,0.01,0,0,,,,,E
NHL Blades of Steel 2000,PS,1999,Sports,Konami Digital Entertainment,0.02,0.01,0,0,,,,,
Outlaw Volleyball Remixed,PS2,2004,Sports,Global Star,0.02,0.01,0,0,57,9,,,M
Samurai Warriors: Sanada Maru,PS4,2016,Action,Tecmo Koei,0,0,0.04,0,,,,,
The Adventures of Darwin,PS2,2006,Strategy,Essential Games,0.01,0,0.03,0,53,10,,,E10+
Adventure Time: Explore the Dungeon Because I Dont Know!,WiiU,2013,Action,D3Publisher,0.02,0.02,0,0,,,,,
Langrisser: Re:Incarnation Tensei,3DS,2015,Role-Playing,Extreme Entertainment Group,0.02,0,0.01,0,,,,,
Don Bradman Cricket 14,XOne,2015,Sports,Tru Blu Entertainment,0,0.04,0,0,,,,,
