,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Global_Sales
6890,Americas Next Top Model,DS,2008.0,Action,Eidos Interactive,0.1,0.0,0.0,0.01,,,,,E10+,0.11
6891,Math Blaster in the Prime Adventure,DS,2009.0,Misc,Majesco Entertainment,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
6892,Miami Law,DS,2009.0,Adventure,Konami Digital Entertainment,0.09,0.0,0.0,0.01,56.0,14.0,8.8,4.0,T,0.09999999999999999
6893,Hot Wheels Ultimate Racing,PSP,2007.0,Action,Activision,0.09,0.0,0.0,0.01,60.0,6.0,,,E,0.09999999999999999
6894,The Whispered World,PC,2009.0,Adventure,Deep Silver,0.0,0.08,0.0,0.02,70.0,41.0,7.6,77.0,E,0.1
6895,Capcom vs. SNK 2 EO,X,2003.0,Fighting,Capcom,0.08,0.02,0.0,0.0,80.0,26.0,8.7,13.0,T,0.1
6896,Hunter: The Reckoning,GC,2002.0,Action,Virgin Interactive,0.08,0.02,0.0,0.0,70.0,13.0,7.6,7.0,M,0.1
6897,PictoImage,DS,2007.0,Puzzle,Sega,0.09,0.0,0.0,0.01,61.0,11.0,,,E,0.09999999999999999
6898,Digimon World: Next Order,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,,,,,E10+,0.1
6899,Alvin and the Chipmunks: Chipwrecked,DS,2011.0,Misc,505 Games,0.06,0.03,0.0,0.01,,,,,E10+,0.09999999999999999
6900,Heavy Fire: Afghanistan,Wii,2011.0,Shooter,Mastiff,0.09,0.0,0.0,0.01,,,,,T,0.09999999999999999
6901,Freaky Flyers,PS2,2003.0,Racing,Midway Games,0.05,0.04,0.0,0.01,66.0,20.0,,,T,0.09999999999999999
6902,Baten Kaitos Origins,GC,2006.0,Role-Playing,Unknown,0.06,0.02,0.02,0.0,75.0,21.0,8.9,23.0,T,0.1
6903,E\xc2\xb7O\xc2\xb7E: Eve of Extinction,PS2,2002.0,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,57.0,28.0,7.2,6.0,T,0.1
6904,Dark Summit,X,2001.0,Sports,THQ,0.08,0.02,0.0,0.0,71.0,26.0,,,T,0.1
6905,Surfs Up,X360,2007.0,Sports,Ubisoft,0.09,0.0,0.0,0.01,61.0,15.0,6.1,9.0,E10+,0.09999999999999999
6906,NHL 2004,GC,2003.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,85.0,18.0,8.4,7.0,E,0.1
6907,Cabelas Adventure Camp,X360,2011.0,Misc,Activision,0.07,0.02,0.0,0.01,,,,,E,0.1
6908,SimAnimals Africa,DS,2009.0,Simulation,Electronic Arts,0.08,0.02,0.0,0.01,,,,,E,0.11
6909,Shovel Knight,WiiU,2015.0,Platform,Yacht Club Games,0.05,0.04,0.0,0.01,88.0,24.0,8.3,280.0,E,0.09999999999999999
6910,X-Men: The Official Game,X,2006.0,Action,Activision,0.08,0.02,0.0,0.0,53.0,38.0,8.1,7.0,T,0.1
6911,RLH: Run Like Hell,PS2,2002.0,Shooter,Virgin Interactive,0.05,0.04,0.0,0.01,58.0,27.0,8.2,9.0,M,0.09999999999999999
6912,The Ant Bully,PS2,2006.0,Platform,Midway Games,0.05,0.04,0.0,0.01,52.0,19.0,4.2,6.0,E10+,0.09999999999999999
6913,Backyard Baseball 10,Wii,2009.0,Sports,Atari,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
6914,Conflict: Global Terror,X,2005.0,Shooter,SCi,0.08,0.02,0.0,0.0,62.0,24.0,7.9,8.0,M,0.1
6915,Minority Report: Everybody Runs,GC,2002.0,Action,Activision,0.08,0.02,0.0,0.0,53.0,19.0,,,T,0.1
6916,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,71.0,17.0,6.3,39.0,E10+,0.09999999999999999
6917,Agatha Christie: The ABC Murders,DS,2009.0,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,53.0,11.0,6.5,4.0,T,0.09999999999999999
6918,Monster Rancher EVO,PS2,2005.0,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,58.0,16.0,6.8,8.0,E10+,0.09999999999999999
6919,Steins;Gate,PSV,2013.0,Adventure,PQube,0.04,0.04,0.0,0.02,83.0,16.0,9.2,87.0,M,0.1
6920,Karaoke Revolution,PS3,2009.0,Misc,Konami Digital Entertainment,0.07,0.02,0.0,0.01,66.0,8.0,,,T,0.1
6921,Guitar Hero: Van Halen,PS2,2009.0,Misc,Activision,0.05,0.04,0.0,0.01,,,,,T,0.09999999999999999
6922,Water Sports,Wii,2009.0,Action,Avanquest,0.05,0.04,0.0,0.01,,,,,E,0.09999999999999999
6923,Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,Hudson Soft,0.06,0.03,0.0,0.01,65.0,12.0,7.0,5.0,E10+,0.09999999999999999
6924,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009.0,Role-Playing,Bethesda Softworks,0.09,0.0,0.0,0.01,,,,,M,0.09999999999999999
6925,Beach Spikers: Virtua Beach Volleyball,GC,2002.0,Sports,Sega,0.08,0.02,0.0,0.0,76.0,31.0,8.2,10.0,E,0.1
6926,Draglade,DS,2007.0,Fighting,505 Games,0.09,0.0,0.0,0.01,71.0,23.0,7.5,4.0,E10+,0.09999999999999999
6927,Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,68.0,7.0,6.2,20.0,E10+,0.09999999999999999
6928,The Secret Saturdays: Beasts of the 5th Sun,PSP,2009.0,Action,D3Publisher,0.09,0.0,0.0,0.01,,,,,E10+,0.09999999999999999
6929,Jade Cocoon 2,PS2,2001.0,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,76.0,16.0,7.8,22.0,T,0.09999999999999999
6930,Igor: The Game,Wii,2008.0,Adventure,CDV Software Entertainment,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
6931,Truth or Lies,Wii,2010.0,Misc,THQ,0.04,0.05,0.0,0.01,,,,,T,0.09999999999999999
6932,The Destiny of Zorro,Wii,2009.0,Action,505 Games,0.09,0.0,0.0,0.01,,,,,E10+,0.09999999999999999
6933,Van Helsing,GBA,2004.0,Action,Activision,0.07,0.03,0.0,0.0,33.0,11.0,6.3,6.0,T,0.1
6934,Bee Movie Game,PS2,2007.0,Action,Activision,0.05,0.04,0.0,0.01,65.0,11.0,7.5,4.0,E,0.09999999999999999
6935,Harry Potter and the Deathly Hallows - Part 1,PC,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,37.0,5.0,4.1,33.0,T,0.11
6936,Record of Agarest War Zero,X360,2010.0,Strategy,Compile Heart,0.09,0.0,0.0,0.01,,,6.8,17.0,T,0.09999999999999999
6937,USA Today Puzzle Craze,DS,2009.0,Puzzle,Destineer,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
6938,Kelly Slaters Pro Surfer,X,2002.0,Sports,Activision,0.08,0.02,0.0,0.0,80.0,15.0,8.0,5.0,E,0.1
6939,My Healthy Cooking Coach,DS,2009.0,Simulation,Ubisoft,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
6940,Beaterator,PSP,2009.0,Misc,Take-Two Interactive,0.07,0.02,0.0,0.02,80.0,44.0,7.8,13.0,E,0.11000000000000001
6941,NFL Tour,X360,2008.0,Sports,Electronic Arts,0.09,0.0,0.0,0.01,49.0,35.0,3.1,45.0,E,0.09999999999999999
6942,Sudoku Mania,DS,2006.0,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,25.0,4.0,3.5,4.0,E,0.09999999999999999
6943,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005.0,Platform,Global Star,0.05,0.04,0.0,0.01,49.0,9.0,8.0,11.0,E10+,0.09999999999999999
6944,Vanishing Point,PS,2001.0,Racing,Acclaim Entertainment,0.06,0.04,0.0,0.01,68.0,11.0,,,E,0.11
6945,The Bards Tale,X,2004.0,Role-Playing,Ubisoft,0.08,0.02,0.0,0.0,75.0,50.0,8.8,4.0,T,0.1
6946,Alien Hominid,PS2,2004.0,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,78.0,47.0,8.3,13.0,T,0.09999999999999999
6947,Pac-Man and the Ghostly Adventures 2,PS3,2014.0,Adventure,Namco Bandai Games,0.05,0.03,0.0,0.02,59.0,11.0,6.3,4.0,E10+,0.1
6948,Myst,DS,2007.0,Adventure,Midway Games,0.09,0.0,0.0,0.01,43.0,25.0,3.5,6.0,E,0.09999999999999999
6949,Disney's The Jungle Book,GBA,2002.0,Platform,Ubisoft,0.07,0.03,0.0,0.0,60.0,4.0,,,E,0.1
6950,Tom Clancys Ghost Recon: Predator,PSP,2010.0,Shooter,Ubisoft,0.07,0.02,0.0,0.02,54.0,15.0,,,T,0.11000000000000001
6951,Deca Sports DS,DS,2009.0,Sports,Hudson Soft,0.07,0.02,0.0,0.01,57.0,10.0,,,E,0.1
6952,Murdered: Soul Suspect,X360,2014.0,Action,Square Enix,0.06,0.03,0.0,0.01,,,7.2,57.0,M,0.09999999999999999
6953,naild,X360,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.01,64.0,49.0,7.1,16.0,E10+,0.11
6954,Tom Clancys Splinter Cell,GBA,2003.0,Action,Ubisoft,0.07,0.03,0.0,0.0,77.0,21.0,8.6,8.0,T,0.1
6955,Bullet Witch,X360,2006.0,Shooter,Atari,0.07,0.01,0.02,0.01,55.0,59.0,6.1,41.0,M,0.11
6956,Generator Rex: Agent of Providence,3DS,2011.0,Action,Activision,0.07,0.02,0.0,0.01,,,,,E10+,0.1
6957,Spider-Man: Web of Shadows,DS,2008.0,Action,Activision,0.09,0.0,0.0,0.01,77.0,12.0,7.5,14.0,E10+,0.09999999999999999
6958,Rolling Stone: Drum King,Wii,2009.0,Misc,505 Games,0.09,0.0,0.0,0.01,32.0,4.0,1.8,4.0,T,0.09999999999999999
6959,NBA Ballers: Rebound,PSP,2006.0,Sports,Midway Games,0.09,0.0,0.0,0.01,69.0,17.0,7.7,7.0,E,0.09999999999999999
6960,Kings Field: The Ancient City,PS2,2001.0,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01,60.0,14.0,8.5,14.0,T,0.09999999999999999
6961,Silent Scope Complete,X,2004.0,Shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,69.0,25.0,7.4,5.0,M,0.09000000000000001
6962,Leisure Suit Larry: Box Office Bust,PS3,2009.0,Adventure,Codemasters,0.06,0.03,0.0,0.01,17.0,11.0,1.7,37.0,M,0.09999999999999999
6963,Attack of the Movies 3D,Wii,2010.0,Shooter,Majesco Entertainment,0.09,0.0,0.0,0.01,39.0,6.0,,,T,0.09999999999999999
6964,Monkey Mischief! Party Time,Wii,2008.0,Misc,Activision,0.09,0.0,0.0,0.01,,,,,E10+,0.09999999999999999
6965,Tom Clancys Classic Trilogy,X,2004.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,,,,,M,0.09000000000000001
6966,Little League World Series Baseball 2010,X360,2010.0,Sports,Activision,0.09,0.0,0.0,0.01,55.0,4.0,,,E,0.09999999999999999
6967,Indigo Prophecy,X,2005.0,Adventure,Atari,0.07,0.03,0.0,0.0,84.0,51.0,7.7,39.0,M,0.1
6968,World Series of Poker 2008: Battle for the Bracelets,PS3,2007.0,Misc,Activision,0.08,0.01,0.0,0.01,75.0,6.0,,,T,0.09999999999999999
6969,Over the Hedge,X,2006.0,Platform,Activision,0.07,0.02,0.0,0.0,61.0,26.0,,,E10+,0.09000000000000001
6970,Sneakers,X,2002.0,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,28.0,13.0,4.6,8.0,E,0.09000000000000001
6971,X-Men: Destiny,Wii,2011.0,Action,Activision,0.07,0.02,0.0,0.01,36.0,10.0,4.5,15.0,T,0.1
6972,NHL 2K6,X360,2005.0,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,75.0,37.0,6.1,24.0,E10+,0.09999999999999999
6973,Marvel Super Hero Squad: The Infinity Gauntlet,3DS,2011.0,Action,THQ,0.07,0.02,0.0,0.01,54.0,4.0,,,E10+,0.1
6974,Contact,DS,2006.0,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,73.0,36.0,8.2,35.0,E10+,0.11
6975,College Hoops 2K6,X,2005.0,Sports,Take-Two Interactive,0.07,0.02,0.0,0.0,82.0,17.0,9.2,6.0,E,0.09000000000000001
6976,Pokemon Rumble World,3DS,2015.0,Action,Nintendo,0.0,0.01,0.08,0.0,58.0,16.0,6.3,70.0,E10+,0.09
6977,Harry Potter and the Deathly Hallows - Part 2,PC,2011.0,Action,Electronic Arts,0.05,0.04,0.0,0.01,43.0,12.0,5.1,57.0,,0.09999999999999999
6978,Tom Clancys HAWX 2,Wii,2010.0,Action,Ubisoft,0.06,0.03,0.0,0.01,47.0,11.0,,,T,0.09999999999999999
6979,Predator: Concrete Jungle,X,2005.0,Action,Vivendi Games,0.07,0.02,0.0,0.0,46.0,17.0,8.0,10.0,M,0.09000000000000001
6980,The Crew: Wild Run,PS4,2015.0,Action,Ubisoft,0.0,0.08,0.0,0.01,73.0,13.0,6.8,50.0,T,0.09
6981,Major League Baseball 2K12,PSP,2012.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,,,,,E,0.09
6982,Big League Sports,Wii,2008.0,Sports,Activision,0.09,0.01,0.0,0.01,,,1.4,10.0,E,0.10999999999999999
6983,Opoona,Wii,2007.0,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.01,65.0,33.0,7.7,14.0,E10+,0.09999999999999999
6984,Universal Studios Theme Parks Adventure,GC,2001.0,Misc,Kemco,0.08,0.02,0.0,0.0,39.0,11.0,2.9,11.0,T,0.1
6985,Piglets Big Game,PS2,2003.0,Platform,Gotham Games,0.05,0.04,0.0,0.01,,,,,E,0.09999999999999999
6986,Rocky: Legends,X,2004.0,Action,Ubisoft,0.07,0.02,0.0,0.0,67.0,21.0,5.2,6.0,T,0.09000000000000001
6987,The BIGS 2,PSP,2009.0,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,67.0,5.0,,,E10+,0.09999999999999999
6988,Nancy Drew: The Model Mysteries,DS,2010.0,Puzzle,THQ,0.09,0.0,0.0,0.01,,,,,E10+,0.09999999999999999
6989,Cate West: The Vanishing Files,DS,2008.0,Adventure,Oxygen Interactive,0.08,0.01,0.0,0.01,68.0,4.0,,,E10+,0.09999999999999999
6990,Prinny: Can I Really Be the Hero?,PSP,2008.0,Platform,Tecmo Koei,0.03,0.0,0.05,0.01,72.0,45.0,7.0,41.0,T,0.09
6991,Star Trek: Shattered Universe,PS2,2004.0,Simulation,Global Star,0.05,0.04,0.0,0.01,42.0,19.0,8.3,18.0,E,0.09999999999999999
6992,Phantom Brave: The Hermuda Triangle,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,65.0,16.0,7.3,11.0,T,0.09999999999999999
6993,System Flaw,DS,2009.0,Shooter,Enjoy Gaming ltd.,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
6994,Ultra Street Fighter IV,PS4,2015.0,Fighting,Capcom,0.0,0.08,0.0,0.01,71.0,28.0,5.9,94.0,T,0.09
6995,Dragon Ball: Evolution,PSP,2009.0,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,28.0,16.0,0.9,51.0,T,0.09999999999999999
6996,Natural Doctrine,PS4,2014.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,53.0,31.0,6.0,79.0,M,0.1
6997,MTX Mototrax,X,2004.0,Racing,Activision,0.07,0.02,0.0,0.0,79.0,39.0,,,E,0.09000000000000001
6998,NASCAR Unleashed,PS3,2011.0,Racing,Activision,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
6999,Championship Pony,DS,2008.0,Simulation,"Destination Software, Inc",0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
7000,Disgaea Infinite,PSP,2010.0,Adventure,Nippon Ichi Software,0.08,0.0,0.01,0.01,64.0,15.0,4.4,40.0,T,0.09999999999999999
7001,NeverDead,X360,2012.0,Shooter,Konami Digital Entertainment,0.06,0.03,0.0,0.01,52.0,46.0,5.5,65.0,M,0.09999999999999999
7002,EyeToy: Operation Spy,PS2,2005.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,53.0,23.0,,,E,0.09999999999999999
7003,Thor: God of Thunder,3DS,2011.0,Action,Sega,0.06,0.03,0.0,0.01,55.0,10.0,4.2,5.0,T,0.09999999999999999
7004,Blades of Time,PS3,2012.0,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,53.0,19.0,7.2,22.0,M,0.09
7005,MotoGP 07,PS2,2007.0,Racing,Capcom,0.05,0.04,0.0,0.01,62.0,26.0,9.1,7.0,E,0.09999999999999999
7006,Cubic Ninja,3DS,2011.0,Platform,Ubisoft,0.05,0.04,0.0,0.01,51.0,15.0,5.9,14.0,E,0.09999999999999999
7007,F1 2014,PC,2014.0,Racing,Codemasters,0.0,0.09,0.0,0.01,61.0,20.0,4.8,65.0,E,0.09999999999999999
7008,Ben 10 Galactic Racing,X360,2011.0,Racing,D3Publisher,0.07,0.02,0.0,0.01,,,,,E,0.1
7009,Reign of Fire,X,2002.0,Shooter,BAM! Entertainment,0.07,0.02,0.0,0.0,54.0,13.0,,,M,0.09000000000000001
7010,Angry Birds Star Wars,WiiU,2013.0,Strategy,Activision,0.05,0.04,0.0,0.01,,,6.8,17.0,E,0.09999999999999999
7011,Arslan: The Warriors of Legend,PS4,2015.0,Action,Tecmo Koei,0.03,0.01,0.05,0.01,69.0,43.0,6.6,23.0,T,0.09999999999999999
7012,Harvest Moon: Frantic Farming,DS,2009.0,Puzzle,Rising Star Games,0.08,0.0,0.0,0.01,72.0,7.0,6.8,6.0,E,0.09
7013,Star Wars: Lethal Alliance,DS,2006.0,Action,Ubisoft,0.08,0.01,0.0,0.01,57.0,15.0,,,E10+,0.09999999999999999
7014,Blue Dragon: Awakened Shadow,DS,2009.0,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,63.0,27.0,6.6,10.0,E10+,0.09
7015,Petz Hamsterz Superstarz,DS,2009.0,Simulation,Ubisoft,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
7016,Chameleon,PSP,2006.0,Puzzle,505 Games,0.08,0.0,0.0,0.01,,,,,E,0.09
7017,Shining Force EXA,PS2,2007.0,Role-Playing,Sega,0.0,0.0,0.1,0.0,64.0,24.0,7.3,17.0,E10+,0.1
7018,Rapala Pro Bass Fishing 2010,DS,2010.0,Sports,Activision,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
7019,Digimon World DS,DS,2006.0,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,71.0,8.0,7.6,27.0,E10+,0.09999999999999999
7020,MySims SkyHeroes,X360,2010.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,56.0,15.0,5.5,4.0,E10+,0.09999999999999999
7021,Rugby 15,PS3,2015.0,Sports,Bigben Interactive,0.03,0.05,0.0,0.02,,,,,E,0.1
7022,Ford Racing 3,DS,2005.0,Racing,Zoo Digital Publishing,0.09,0.0,0.0,0.01,49.0,5.0,,,E,0.09999999999999999
7023,Ice Age 2: The Meltdown,X,2006.0,Platform,Vivendi Games,0.07,0.02,0.0,0.0,68.0,16.0,,,E10+,0.09000000000000001
7024,The Secret Saturdays: Beasts of the 5th Sun,Wii,2009.0,Action,D3Publisher,0.09,0.0,0.0,0.01,60.0,8.0,,,E10+,0.09999999999999999
7025,Guilty Gear Isuka,PS2,2004.0,Fighting,505 Games,0.05,0.04,0.0,0.01,73.0,39.0,7.5,13.0,T,0.09999999999999999
7026,Horse Life Adventures,DS,2008.0,Simulation,Deep Silver,0.08,0.01,0.0,0.01,,,,,E,0.09999999999999999
7027,Tornado Outbreak,Wii,2009.0,Action,Konami Digital Entertainment,0.09,0.0,0.0,0.01,71.0,7.0,8.2,5.0,E10+,0.09999999999999999
7028,Global Touring Challenge: Africa,PS2,2001.0,Racing,Rage Software,0.05,0.04,0.0,0.01,64.0,12.0,,,E,0.09999999999999999
7029,Skylanders: Spyros Adventure,PC,2011.0,Action,Activision,0.05,0.03,0.0,0.01,,,3.5,15.0,E10+,0.09
7030,Man vs. Wild,X360,2011.0,Action,Crave Entertainment,0.09,0.0,0.0,0.01,,,4.6,8.0,T,0.09999999999999999
7031,iCarly 2: iJoin The Click!,Wii,2010.0,Adventure,Activision,0.08,0.01,0.0,0.01,,,9.0,10.0,E,0.09999999999999999
7032,MotoGP 2,X,2003.0,Racing,THQ,0.07,0.02,0.0,0.0,87.0,23.0,8.5,14.0,E,0.09000000000000001
7033,Shadow of Destiny,PSP,2009.0,Adventure,Konami Digital Entertainment,0.08,0.0,0.0,0.01,54.0,6.0,8.2,5.0,T,0.09
7034,Heatseeker,Wii,2007.0,Action,Codemasters,0.08,0.0,0.0,0.01,62.0,25.0,6.2,32.0,T,0.09
7035,Mays Mystery: Forbidden Memories,DS,2011.0,Puzzle,Mastertronic,0.05,0.04,0.0,0.01,70.0,5.0,,,E,0.09999999999999999
7036,Ar tonelico: Melody of Elemia,PS2,2006.0,Role-Playing,505 Games,0.0,0.0,0.1,0.0,71.0,30.0,7.7,43.0,T,0.1
7037,Castlevania Double Pack,GBA,2006.0,Platform,Konami Digital Entertainment,0.07,0.03,0.0,0.0,86.0,4.0,8.4,12.0,T,0.1
7038,Ninja Reflex,DS,2008.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,54.0,13.0,,,E10+,0.09999999999999999
7039,Steel Battalion,X,2002.0,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0.0,83.0,20.0,8.5,20.0,T,0.09000000000000001
7040,Cartoon Network: Punch Time Explosion,3DS,2011.0,Fighting,Deep Silver,0.07,0.02,0.0,0.01,58.0,16.0,5.7,29.0,E10+,0.1
7041,Pro Evolution Soccer 2013,Wii,2012.0,Sports,Konami Digital Entertainment,0.0,0.03,0.06,0.0,,,,,E,0.09
7042,Bejeweled Twist,DS,2010.0,Puzzle,PopCap Games,0.0,0.08,0.0,0.01,77.0,10.0,,,E,0.09
7043,Power Stone Collection,PSP,2006.0,Action,Capcom,0.08,0.0,0.0,0.01,74.0,34.0,6.8,6.0,T,0.09
7044,Alvin and the Chipmunks: The Squeakquel,Wii,2009.0,Misc,Majesco Entertainment,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
7045,"Blast Works: Build, Trade, Destroy",Wii,2008.0,Shooter,Eidos Interactive,0.09,0.0,0.0,0.01,78.0,30.0,7.7,17.0,E,0.09999999999999999
7046,SNK vs. Capcom Card Fighters DS,DS,2006.0,Strategy,Ignition Entertainment,0.09,0.0,0.0,0.01,48.0,19.0,5.3,7.0,T,0.09999999999999999
7047,Fate/Extella: The Umbral Star,PSV,2016.0,Action,PQube,0.0,0.0,0.1,0.0,,,8.0,8.0,T,0.1
7048,Darkest of Days,X360,2009.0,Shooter,Phantom EFX,0.09,0.0,0.0,0.01,44.0,25.0,4.8,76.0,M,0.09999999999999999
7049,Minority Report: Everybody Runs,X,2002.0,Action,Activision,0.07,0.02,0.0,0.0,54.0,18.0,5.0,4.0,T,0.09000000000000001
7050,NASCAR,PSP,2006.0,Racing,Electronic Arts,0.09,0.0,0.0,0.01,66.0,13.0,5.3,6.0,E,0.09999999999999999
7051,Shox,PS2,2002.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01,78.0,16.0,,,E,0.09999999999999999
7052,Rio,X360,2011.0,Misc,THQ,0.05,0.03,0.0,0.01,60.0,16.0,7.0,7.0,E10+,0.09
7053,Valentino Rossi: The Game,PS4,2016.0,Racing,Namco Bandai Games,0.03,0.05,0.0,0.02,75.0,19.0,8.0,50.0,E,0.1
7054,Playboy: The Mansion,X,2005.0,Simulation,Ubisoft,0.07,0.02,0.0,0.0,61.0,43.0,4.1,9.0,M,0.09000000000000001
7055,Egg Monster Hero,DS,2005.0,Role-Playing,Square Enix,0.0,0.0,0.09,0.0,,,,,E,0.09
7056,Barnyard,PS2,2006.0,Action,THQ,0.05,0.04,0.0,0.01,62.0,13.0,8.7,10.0,E10+,0.09999999999999999
7057,Ultimate Marvel vs. Capcom 3,PS3,2011.0,Fighting,Capcom,0.0,0.04,0.04,0.01,80.0,36.0,6.3,116.0,T,0.09
7058,Just Dance 2017,PS3,2016.0,Misc,Ubisoft,0.02,0.06,0.0,0.01,,,,,E10+,0.09
7059,Touch Detective,DS,2006.0,Adventure,505 Games,0.06,0.03,0.0,0.01,60.0,25.0,6.8,6.0,E10+,0.09999999999999999
7060,MindJack,X360,2011.0,Shooter,Square Enix,0.07,0.02,0.0,0.01,43.0,42.0,1.2,116.0,M,0.1
7061,Pac-Man World 3,GC,2005.0,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,66.0,17.0,7.3,10.0,E,0.09000000000000001
7062,Code Lyoko: Quest for Infinity,Wii,2007.0,Action,Game Factory,0.07,0.02,0.0,0.01,58.0,15.0,8.5,8.0,E10+,0.1
7063,Mega Man Legacy Collection,PS4,2016.0,Platform,Capcom,0.08,0.0,0.0,0.02,77.0,22.0,6.1,57.0,E,0.1
7064,thinkSMART,DS,2010.0,Misc,Conspiracy Entertainment,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
7065,Rocky,GC,2002.0,Fighting,Rage Software,0.07,0.02,0.0,0.0,74.0,17.0,7.3,4.0,T,0.09000000000000001
7066,Glory Days 2,DS,2007.0,Strategy,Ghostlight,0.08,0.0,0.0,0.01,73.0,28.0,7.3,6.0,E10+,0.09
7067,Brain Age: Concentration Training,3DS,2012.0,Puzzle,Nintendo,0.09,0.0,0.0,0.01,71.0,11.0,7.9,17.0,E,0.09999999999999999
7068,Crash N Burn,X,2004.0,Racing,Eidos Interactive,0.07,0.02,0.0,0.0,65.0,25.0,6.4,7.0,T,0.09000000000000001
7069,NFL Blitz 20-02,X,2002.0,Sports,Midway Games,0.07,0.02,0.0,0.0,77.0,17.0,,,E,0.09000000000000001
7070,Robots,X,2005.0,Action,Vivendi Games,0.07,0.02,0.0,0.0,60.0,4.0,,,E,0.09000000000000001
7071,Hakuoki: Demon of the Fleeting Blossom,PSP,2009.0,Adventure,Idea Factory,0.08,0.0,0.0,0.01,79.0,4.0,8.3,31.0,M,0.09
7072,Speed Kings,PS2,2003.0,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,61.0,13.0,7.8,6.0,E,0.09999999999999999
7073,SpongeBob: HeroPants,X360,2015.0,Platform,Activision,0.08,0.0,0.0,0.01,,,3.4,20.0,E,0.09
7074,Dungeons,PC,2011.0,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,65.0,35.0,4.6,106.0,M,0.1
7075,Little League World Series Baseball 2008,Wii,2008.0,Sports,Activision,0.09,0.0,0.0,0.01,70.0,8.0,8.0,6.0,E,0.09999999999999999
7076,Winter Stars,X360,2011.0,Sports,Deep Silver,0.05,0.03,0.0,0.01,46.0,9.0,6.5,4.0,E,0.09
7077,Monster Jam: Path of Destruction,PSP,2010.0,Racing,Activision,0.08,0.0,0.0,0.01,,,,,E,0.09
7078,Bladestorm: The Hundred Years War,X360,2007.0,Action,Tecmo Koei,0.08,0.01,0.0,0.01,63.0,26.0,6.8,16.0,T,0.09999999999999999
7079,Burnout Paradise: The Ultimate Box,PC,2009.0,Racing,Electronic Arts,0.0,0.08,0.0,0.01,87.0,26.0,7.5,438.0,E10+,0.09
